,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc],number_of_planets,insolation_flux_earth,stellar_surface_gravity,stellar_age_[gyr]
776,28.579743,0.1752,3.195,8.0,1.35,0.034,600.0,40.0,5348.0,0.94,0.81,-0.15,53.6089,6.0,21.0,4.3,8.7
777,38.353037,0.2132,2.995,2.8,0.57,0.031,540.0,48.7,5348.0,0.94,0.81,-0.15,53.6089,6.0,14.3,4.3,8.7
778,101.12,0.407,13.0,112.2,0.281,0.031,390.0,92.9,5348.0,0.94,0.81,-0.15,53.6089,6.0,3.9,4.3,8.7
780,284.0,0.812,3.74,13.5,1.42,0.03,278.0,186.0,5348.0,0.94,0.81,-0.15,53.6089,6.0,0.99,4.3,8.7
801,3.308958,0.05208,17.318,323.23311,0.343,0.038,2132.0,4.33,6272.0,2.59,1.72,0.3,161.498,1.0,3440.0,3.85,1.7
803,0.926118,0.018,1.72,7.42,8.06,0.0,2141.0,3.42,5596.0,1.13,0.9,-0.07,63.6796,1.0,3474.0,4.4,11.0
825,16.202159,0.1163,2.501,14.4,5.05,0.047,632.0,32.13,5070.0,0.78,0.8,-0.042,28.2938,1.0,26.5,4.56,7.1
834,3.52474859,0.04707,15.581,232.0159,0.362,0.0,1459.0,8.81,6091.0,1.19,1.23,0.01,48.3016,1.0,758.36,4.45,3.1
846,1.008035,0.02012,1.745,8.83,9.15,0.0,2128.0,3.927,5978.0,1.1,1.07,-0.04,48.0883,2.0,3253.81,4.38,3.8
881,6.03607,0.06356,4.71,16.6,0.87,0.0,1073.0,13.27,5527.0,1.03,0.92,0.04,94.1719,1.0,224.02,4.4,10.0
890,14.2767,0.1228,9.17,60.5,0.431,0.115,789.0,8.97,5080.0,2.94,1.21,-0.08,95.5483,1.0,91.65,3.58,4.9
925,2.76953,0.02933,1.24,2.14,6.2,0.039,709.0,14.43,3803.0,0.44,0.44,-0.43,10.0055,2.0,42.2,5.2,5.0
926,5.70588,0.04749,1.533,3.09,4.7,0.038,557.0,23.37,3803.0,0.44,0.44,-0.43,10.0055,2.0,16.1,5.2,5.0
929,4.12688,0.0568,16.141,371.8611,0.486,0.091,2061.0,7.6974,6801.0,1.56,1.43,0.02,196.852,1.0,1451.24,4.21,1.31
961,0.95965428,0.01802,1.627,4.73,5.5,0.1,1777.0,4.45,5300.0,0.87,0.85,0.037,47.2899,4.0,1625.0,4.47,10.2
962,29.8464948,0.1783,2.923,10.67,2.35,0.15,565.0,44.01,5300.0,0.87,0.85,0.037,47.2899,4.0,16.6,4.47,10.2
963,8.4783,0.07703,2.09,5.03,3.03,0.44,860.0,19.02,5300.0,0.87,0.85,0.037,47.2899,4.0,88.9,4.47,10.2
972,18.71204,0.1436,9.718,77.55052,0.464,0.032,876.0,24.21,6089.0,1.28,1.13,0.036,80.6665,1.0,98.09,4.28,4.3
1015,149.61,0.554,3.89,14.4,1.34,0.19,337.0,119.1,5727.0,1.0,1.01,-0.09,24.3358,1.0,3.16,4.44,3.72
1047,14.339156,0.1202,2.45,7.8,2.9,0.08,943.0,22.4,6203.0,1.19,1.13,-0.12,57.5846,2.0,132.0,4.5,3.0
1066,7.10793,0.0719,2.15,5.27,2.91,0.0,886.0,16.95,5640.0,0.91,0.99,0.017,22.4035,2.0,145.57,4.53,0.414
1067,20.5453,0.1458,2.67,7.61,2.2,0.0,622.0,34.38,5640.0,0.91,0.99,0.017,22.4035,2.0,35.36,4.53,0.414
1102,6.398042,0.0604,2.79,10.2,2.58,0.09,714.0,19.98,4511.0,0.65,0.73,0.0,31.5666,2.0,43.3,4.62,0.48
1103,18.87974,0.1242,2.39,9.7,3.88,0.08,498.0,41.11,4511.0,0.65,0.73,0.0,31.5666,2.0,10.2,4.62,0.48
1132,102.54,0.4123,5.38,25.0,0.882,0.052,448.0,65.1,5627.0,1.36,0.89,-0.31,17.4671,2.0,9.85,4.12,11.04
1133,39.8458,0.2196,13.8,332.1,0.694,0.0373,614.0,34.66,5627.0,1.36,0.89,-0.31,17.4671,2.0,34.7,4.12,10.0
1136,6.26790772,0.068647,2.06,3.63,2.82,0.076939,1170.0,13.1,6037.0,1.19,1.1,0.08,18.2702,3.0,309.0,4.36,3.92
1169,2.8641424,0.04421,15.39,225.34147,0.34,0.038,1743.0,6.43,6250.0,1.48,1.41,0.432,234.149,1.0,1540.0,4.25,1.18
1170,3.7650007,0.0815,23.203,1398.452,0.62,0.0,1577.0,9.08,6720.0,1.93,1.47,-0.07,235.479,1.0,625.25,4.04,1.88
1171,4.1877558,0.0515,12.78,378.2,1.06,0.0,1230.0,9.9602,5430.0,1.13,1.04,0.05,276.211,1.0,397.48,4.35,8.5
1172,4.12508,0.05524,14.011,451.3186,0.83,0.0,1630.0,7.68,6397.0,1.45,1.1,-0.04,272.655,1.0,1041.48,4.18,2.1
1173,3.19154,0.0476,15.805,2316.9807,8.09,0.29,1729.0,4.95,6429.0,1.54,0.58,-0.18,213.053,1.0,1033.99,3.95,2.82
1176,2.61586178,0.0368,11.131,179.89178,0.715,0.028,1328.0,7.986,5340.0,0.99,0.97,0.43,154.273,3.0,1566.65,4.43,7.8
1177,3.94153,0.0488,12.778,263.7989,0.64,0.0,1210.0,11.37,5750.0,0.88,0.88,0.02,163.553,1.0,321.85,4.51,0.9
1190,5.75251,0.0717,11.433,772.3269,2.79,0.0,1480.0,8.77,6150.0,1.64,1.21,0.21,158.66,1.0,828.83,4.3,3.0
1191,2.96264036,0.03762,12.823,293.03926,0.764,0.07,1171.0,10.92,5473.0,0.74,0.81,-0.49,281.742,1.0,269.88,4.61,2.7
1192,2.07276,0.03303,12.778,432.2488,1.21,0.0,1555.0,6.72,5640.0,1.08,1.18,0.23,151.068,1.0,1176.48,4.45,4.8
1193,3.4252602,0.0453,13.45,152.55,0.37,0.0,1285.0,9.03,5540.0,1.05,1.06,0.14,352.464,1.0,546.49,4.42,8.0
1194,2.18467,0.03416,13.787,457.6752,0.84,0.0,1570.0,6.51,5830.0,1.23,1.46,0.14,137.544,1.0,1362.14,4.36,2.4
1196,3.95019,0.055,17.71,158.915,0.118,0.0,1604.0,8.44,6170.0,1.48,1.67,0.26,211.211,2.0,1364.09,4.27,2.7
1197,2.7325321,0.04211,17.901,467.2101,0.479,0.0,1942.0,5.938,6700.0,1.52,1.33,0.07,370.284,1.0,2531.13,4.2,0.7
1198,2.1746742,0.0348,16.376,255.85315,0.346,0.0,1871.0,5.587,6280.0,1.34,1.19,0.0,575.889,1.0,1054.95,4.26,2.29
1202,4.954,0.06431,16.365,133.4886,0.141,0.0,1772.0,6.67,6430.0,1.8,0.94,-0.08,523.756,1.0,1489.55,3.96,3.0
1205,8.5234865,0.0771,10.559,220.565,1.104,0.0,797.0,21.69,5314.0,0.75,0.84,0.0,100.588,1.0,76.19,4.4,1.0
1206,4.971252,0.059,11.657,95.349,0.35,0.0,1120.0,12.1,5510.0,1.05,1.11,0.29,271.103,1.0,238.88,4.44,5.0
1209,3.06785234,0.0344,11.198,170.99254,0.717,0.002,825.0,12.63,4143.0,0.59,0.58,-0.13,49.7876,1.0,72.44,4.66,7.0
1211,8.15872,0.0801,12.666,807.2882,2.47,0.31,875.0,18.28,5600.0,1.03,1.34,0.17,89.9606,2.0,138.82,4.5,4.0
1212,3.66238,0.0519,18.719,270.1555,0.13,0.0,1716.0,7.03,6600.0,1.6,1.43,0.03,246.69,1.0,1645.99,4.2,1.4
1213,2.17518,0.03488,21.633,352.7913,0.131,0.0,2470.0,3.54,6100.0,2.46,1.87,-0.35,754.258,1.0,4812.62,4.1,2.8
1214,1.36002854,0.02335,13.787,529.81995,1.115,0.0074,1715.0,5.332,5617.0,0.91,0.9,-0.1,105.166,1.0,1440.0,4.48,6.2
1216,2.484193,0.0375,14.235,340.06,0.69,0.0,1710.0,6.66,6100.0,1.26,1.14,0.07,294.001,1.0,1657.0,4.29,3.5
1218,4.08722,0.05512,15.917,908.9938,1.596,0.0,1790.0,5.75,6030.0,2.55,2.52,0.14,316.678,1.0,2242.36,3.93,4.3
1219,2.21673,0.03711,14.46,731.009,0.87,0.0,2210.0,4.61,6250.0,2.18,2.78,-0.06,434.754,1.0,2007.96,4.09,3.2
1220,2.90367,0.04622,13.227,441.7837,0.94,0.0,2049.0,4.3,6050.0,1.82,0.76,0.15,362.715,1.0,3384.61,3.9,3.0
1222,4.9546416,0.0617,14.908,305.1168,0.55,0.034,1487.0,9.074,6400.0,1.43,1.28,0.0,162.303,1.0,902.2,4.23,2.4
1223,3.86814,0.04525,12.442,92.1707,0.291,0.0,963.0,12.0,4700.0,0.86,0.98,0.15,49.9605,1.0,180.56,4.5,7.0
1226,4.08605,0.0546,15.693,746.9005,1.144,0.0,1570.0,6.73,6600.0,1.76,1.33,-0.31,500.258,1.0,1434.77,4.3,3.7
1228,1.5732918,0.02648,14.247,403.945,0.823,0.0,1689.0,5.39,5400.0,1.06,1.0,-0.08,369.926,1.0,1563.64,4.39,1.2
1229,4.37808,0.0574,15.805,117.5971,0.173,0.0,1470.0,6.59,5550.0,1.86,1.28,0.08,290.684,1.0,1103.27,4.01,8.3
1230,4.41195,0.0571,14.796,165.2716,0.262,0.0,1475.0,9.55,6230.0,1.23,1.11,0.04,175.631,1.0,999.83,4.45,2.6
1231,3.8559,0.0521,15.805,851.7844,1.423,0.0,1624.0,8.15,6250.0,1.55,1.82,-0.1,488.66,1.0,1062.03,4.26,2.7
1232,4.305,0.05548,9.864,174.8065,0.378,0.0,1479.0,10.04,5900.0,1.17,1.19,-0.04,431.052,1.0,925.49,4.2,1.7
1233,3.36101,0.04217,11.545,117.5971,0.326,0.05,1184.0,10.62,5450.0,0.73,0.55,-0.2,197.119,1.0,273.03,4.6,11.0
1234,7.919585,0.0697,8.687,274.276,2.4,0.1,670.0,24.39,4650.0,0.61,0.72,-0.15,115.936,1.0,38.03,4.72,0.5
1235,5.01718,0.0562,16.029,308.2951,0.45,0.0,1270.0,10.35,5800.0,1.22,1.06,-0.45,290.404,1.0,404.71,4.27,12.8
1236,2.83891856,0.03769,11.769,204.68252,0.693,0.059,1338.0,8.7489,5600.0,0.93,0.89,-0.25,398.276,1.0,702.39,4.45,2.6
1237,4.6171,0.05614,10.536,143.0235,0.583,0.0,1216.0,10.88,5600.0,0.96,0.71,0.12,321.084,1.0,447.82,4.5,6.2
1238,4.46563,0.0558,14.908,193.8763,0.329,0.0,1300.0,10.83,5900.0,1.09,1.11,-0.2,297.462,1.0,471.6,4.3,1.1
1239,3.69364,0.04988,17.71,187.5197,0.167,0.07,1759.0,5.88,6100.0,1.76,1.08,-0.27,251.303,1.0,1639.11,4.0,6.9
1243,1.9551,0.0293,13.07,466.8287,1.325,0.009,1395.0,7.51,5400.0,0.84,0.89,-0.12,184.848,1.0,690.34,4.54,7.0
1244,1.6284279,0.0267,12.184,502.15,1.64,0.038,1706.0,5.4,5700.0,1.03,0.96,0.09,309.137,1.0,1559.48,4.4,5.4
1245,2.78174,0.0379,12.442,117.5971,0.288,0.0,1400.0,8.37,5600.0,0.97,0.92,-0.23,194.553,1.0,615.47,4.5,11.9
1246,2.14363,0.03444,16.814,254.264,0.415,0.0,2035.0,4.25,5920.0,1.58,0.88,-0.12,454.144,1.0,3410.26,4.03,7.9
1250,4.1591492,0.052,12.64,363.6,0.989,0.0028,1275.0,9.702,5552.0,1.14,1.04,0.38,264.78,4.0,534.0,4.34,6.5
1251,1.43036763,0.02335,13.159,607.0553,1.467,0.022,1636.0,5.851,5600.0,0.86,0.83,-0.3,375.31,1.0,1281.24,4.49,9.6
1252,3.126089,0.03963,10.604,306.38812,1.418,0.043,1153.0,9.97,5150.0,0.86,0.85,-0.03,211.196,1.0,294.0,4.5,12.7
1253,2.423804,0.03453,12.33,276.5121,0.811,0.068,1337.0,8.2,5420.0,0.91,0.94,-0.003,364.512,1.0,533.0,4.49,10.3
1254,0.813475,0.0142,10.424,565.714,2.939,0.0,1427.0,4.837,4400.0,0.6,0.58,-0.01,86.7467,1.0,680.89,4.49,7.0
1255,4.9816819,0.0561,12.576,167.49641,0.464,0.062,1021.0,13.5,5315.0,0.89,0.95,0.29,177.291,1.0,137.12,4.52,4.4
1257,3.0524,0.04022,12.33,270.1555,0.742,0.0,1244.0,9.96,5545.0,0.83,0.81,0.06,163.371,2.0,344.15,4.53,1.2
1258,1.33823147,0.0226,14.807,376.94638,0.612,0.0,1673.0,5.451,5400.0,0.89,0.86,-0.07,267.206,1.0,1188.62,4.47,7.0
1259,4.055259,0.0486,14.235,88.989,0.186,0.0,1166.0,11.55,5400.0,0.9,0.93,0.01,213.982,1.0,316.31,4.45,9.0
1262,1.53736596,0.02677,14.874,750.39663,1.26,0.019,1733.0,5.848,5959.0,0.99,1.08,-0.26,386.346,1.0,1422.61,4.49,1.4
1263,3.16158,0.04317,14.572,225.6593,0.378,0.0,1338.0,8.53,5990.0,1.08,1.05,-0.15,202.218,1.0,758.1,4.4,5.0
1264,4.31768,0.0524,11.209,177.9848,0.412,0.04,1250.0,12.07,5700.0,0.91,0.96,-0.02,132.096,1.0,425.71,4.5,7.8
1266,2.71866,0.0394,10.761,835.8929,3.24,0.0,1388.0,7.72,6140.0,0.95,0.72,-0.13,275.994,1.0,616.33,4.4,2.22
1267,3.4059096,0.04659,17.363,151.916,0.172,0.0,1307.0,8.16,6302.0,1.25,1.16,-0.2,383.829,1.0,485.22,4.31,1.0
1268,1.84683,0.0315,15.917,772.3269,0.89,0.0,2020.0,5.18,6400.0,1.44,1.62,0.0,231.161,1.0,2664.87,4.25,2.1
1269,3.92273,0.0457,8.631,73.1009,0.65,0.03,970.0,12.18,4800.0,0.79,0.77,0.11,87.5953,1.0,121.77,4.5,14.0
1270,3.40883495,0.0442,13.664,282.54945,0.651163,0.0,1456.0,8.79,6084.0,1.08,0.99,-0.2,348.494,1.0,724.65,4.37,5.5
1271,2.7566,0.04,13.563,270.1555,0.703,0.0,1650.0,6.43,6034.0,1.22,0.86,0.16,252.759,1.0,1225.53,4.44,6.0
1272,3.76483,0.0473,11.994,139.8452,0.382,0.0,1210.0,11.1,5750.0,0.8,0.67,-0.05,211.416,1.0,357.01,4.5,0.02
1273,2.34121,0.03651,15.468,394.1092,0.622,0.0,1772.0,5.91,6075.0,1.42,1.43,0.0,322.114,1.0,934.47,4.26,3.8
1275,3.53269,0.047,13.787,212.9461,0.444,0.02,1502.0,8.94,6000.0,1.24,1.46,-0.05,317.652,1.0,837.7,4.5,3.0
1276,4.322482,0.052,11.99,95.345,0.32,0.0,1340.0,9.62,5800.0,1.06,1.01,-0.22,258.426,1.0,705.04,4.28,12.0
1277,4.8996284,0.06,16.388,98.841,0.132,0.0,1379.0,9.28,5940.0,1.39,1.2,-0.008,211.877,1.0,410.16,4.23,7.0
1278,2.152175,0.03144,12.117,295.89973,0.914,0.0054,1311.0,7.81,5180.0,0.87,0.9,0.12,153.242,1.0,492.0,4.51,8.2
1279,2.8786765,0.0408,13.787,731.009,1.62,0.0,1620.0,6.65,5910.0,1.32,1.09,0.14,508.885,1.0,471.14,4.24,5.7
1281,0.78883852,0.01652,15.861,366.77398,0.506,0.0126,2113.0,3.533,5616.0,1.01,0.97,0.04,268.325,1.0,3320.0,4.42,6.4
1286,5.1817,0.0627,14.908,181.1631,0.32,0.0,1480.0,8.19,6000.0,1.65,1.23,0.12,663.231,1.0,669.02,4.09,4.7
1288,3.3769848,0.0451,9.528,47.03884,0.318,0.0,1479.0,8.3,5638.0,1.34,1.08,0.27,327.602,1.0,756.26,4.22,5.952
1292,0.94145223,0.02024,13.899,3241.84975,6.6,0.0051,2429.0,3.48,6432.0,1.32,1.29,0.107,123.483,2.0,5805.0,4.31,1.57
1293,3.3448285,0.0558,20.288,527.5978,0.37,0.0,2470.0,7.17,9360.0,1.67,2.07,0.21,427.678,1.0,5550.0,4.31,0.43
1296,3.0652907,0.04403,13.54,314.6517,0.74,0.0,1571.0,7.86,6229.0,1.2,1.21,0.15,539.36,1.0,649.43,4.36,1.745
1297,4.2337005,0.05503,16.107,104.88337,0.135,0.0,1528.0,8.789,6399.0,1.35,1.24,0.06,410.149,1.0,901.9,4.27,2.2
1298,1.38665318,0.0248,13.451,1172.7927,2.84,0.0,1880.0,4.78,5800.0,1.11,1.05,0.16,232.98,1.0,1920.0,4.37,6.78
1299,5.477433,0.0694,17.598,149.3801,0.16,0.0,1740.0,8.0,6900.0,1.91,1.49,-0.1,538.11,1.0,1506.5,4.05,1.79
1300,3.8186244,0.0504,10.985,344.52772,1.5,0.0,1642.0,6.64,5965.0,1.64,1.17,0.04,757.84,1.0,1200.24,4.08,5.908
1302,3.73543,0.0515,20.961,247.9074,0.082,0.0,1755.0,8.97,6550.0,1.49,2.28,-0.25,405.908,1.0,1292.19,4.2,2.65
1303,5.6114118,0.0681,14.617,178.30263,0.33,0.0,1604.0,7.3,6110.0,2.01,1.34,0.06,627.066,1.0,1486.86,3.96,3.802
1304,4.153658,0.0519,16.814,133.4886,0.16,0.0,1340.0,9.59,6000.0,1.12,1.08,-0.01,303.941,1.0,278.89,4.37,3.96
1306,5.44354,0.0641,7.062,32.10083,0.54,0.0,1270.0,11.3,6050.0,1.22,1.19,0.19,114.173,1.0,440.0,4.34,2.1
1307,3.465509,0.04823,14.123,209.13214,0.44,0.0,1624.0,5.93,5599.0,1.75,1.25,0.33,602.236,1.0,545.16,3.93,4.77
1308,1.7771255,0.02818,12.644,676.9779,1.96,0.0,1610.0,6.5,5806.0,0.93,0.95,-0.01,327.506,1.0,1043.21,4.46,4.08
1310,9.62468,0.0871,11.209,1652.716,6.9,0.434,910.0,17.0,5300.0,1.11,0.95,0.28,310.841,1.0,121.92,4.33,12.97
1312,3.7684952,0.0452,12.218,88.35674,0.284,0.0,1119.0,11.25,5298.0,0.87,0.87,0.27,288.326,1.0,210.58,4.5,9.75
1313,3.1186,0.0415,13.675,394.1092,0.572,0.0,1389.0,9.52,5700.0,1.14,1.78,0.01,194.134,1.0,481.92,4.49,8.6
1314,3.840401,0.0538,15.468,174.8065,0.28,0.0,1850.0,5.44,6120.0,2.11,1.41,0.22,715.383,1.0,1599.92,3.94,3.4
1315,3.656333,0.0517,11.994,886.7457,3.1,0.0,1590.0,8.0,6350.0,1.39,1.38,0.24,524.993,1.0,903.01,4.3,1.93
1317,3.836169,0.0453,5.717,40.68224,1.3,0.007,970.0,12.8,4910.0,0.76,0.84,0.24,122.066,1.0,150.0,4.6,6.4
1318,3.332609,0.048,17.374,123.9537,0.15,0.009,1700.0,6.0,5914.0,1.73,1.34,0.34,610.176,1.0,1400.0,4.1,4.0
1319,4.5334775,0.055,13.305,100.43378,0.250651,0.0,1312.0,10.34,5871.0,1.18,1.08,0.1,453.099,1.0,460.0,4.35,5.5
1320,5.644207,0.0694,11.994,2688.8418,8.54,0.3775,1460.0,11.25,6218.0,1.65,1.39,0.156,527.995,1.0,220.16,4.15,2.95
1321,3.7521,0.05165,15.805,171.6282,0.263,0.0,1676.0,7.29,6300.0,1.48,1.18,-0.17,282.091,1.0,1237.74,4.35,2.4
1323,8.803809,0.08215,8.474,91.21675,0.831,0.208,940.0,19.33,5555.0,0.91,0.95,0.099,246.353,2.0,94.97,4.5,3.6
1324,4.60273,0.0549,12.498,87.40325,0.263,0.0,1404.0,8.29,5702.0,1.43,1.04,0.092,436.098,1.0,591.95,4.21,8.47
1325,1.7690381,0.0261,10.088,282.8687,1.6,0.0,1200.0,8.74,4900.0,0.68,0.76,-0.04,91.299,1.0,313.4,4.65,6.99
1326,2.2783152,0.0316,9.528,139.8452,0.95,0.0,1260.0,8.39,5200.0,0.81,0.81,0.18,355.513,1.0,775.88,4.53,8.71
1327,2.052868,0.0347,17.15,266.9772,0.31,0.0,2000.0,5.23,6010.0,1.64,1.33,0.26,730.933,1.0,3140.92,4.13,2.0
1328,3.310651,0.0469,13.563,854.9627,1.98,0.0,1540.0,6.81,5900.0,1.37,1.25,0.29,516.543,1.0,1061.55,4.26,5.0
1330,2.24375,0.037,15.468,2809.6172,2.25,0.09,1872.0,6.05,6475.0,1.4,1.62,0.0,161.997,1.0,1356.33,4.07,0.75
1334,1.4013794,0.0243,14.572,603.877,1.16,0.0,1211.0,5.61,5675.0,0.96,0.98,0.02,298.214,1.0,357.18,4.47,0.6
1337,7.133514,0.067,10.05,130.3103,0.84,0.07,763.0,19.03,4714.0,0.75,0.78,0.18,122.91,2.0,50.84,4.58,3.2
1338,5.322023,0.0607,13.675,85.8141,0.2,0.0,1460.0,8.52,6030.0,1.53,1.06,-0.18,200.075,1.0,748.21,4.09,4.5
1339,11.55098,0.1012,9.976,390.9309,2.34,0.0,833.0,24.15,5625.0,0.96,1.04,0.26,172.256,1.0,99.63,4.49,2.0
1340,4.35301,0.05362,13.675,114.4188,0.222,0.0,1531.0,7.35,5950.0,1.37,0.72,0.0,227.537,1.0,617.31,4.06,5.0
1341,5.748145,0.0628,10.424,317.83,1.6,0.096,1100.0,15.152,5900.0,0.9,1.0,0.15,301.462,1.0,345.72,4.53,1.0
1342,4.17806203,0.0484,14.695,52.3466,0.097,0.0,1400.0,7.81,5620.0,1.33,0.95,-0.193,159.507,1.0,679.79,4.18,11.41
1344,3.28883,0.0449,10.435,90.3,0.41,0.18,1480.0,7.887,5800.0,1.27,1.12,0.207,216.526,2.0,759.34,4.28,6.4
1345,3.37265,0.0449,13.899,190.698,0.43,0.017,1400.0,9.434,6050.0,1.02,1.07,-0.02,448.637,1.0,615.17,4.44,2.1
1346,2.9776412,0.04263,14.773,285.72917,0.521,0.0,1520.0,7.13,5740.0,1.29,1.17,0.18,197.996,1.0,865.49,4.29,6.9
1347,1.27492504,0.02596,19.649,367.72747,0.266,0.0,2720.0,3.8131,6776.0,1.46,1.36,0.13,269.898,1.0,5431.24,4.24,1.5
1348,3.6112706,0.0514,16.511,1541.4755,2.0,0.057,1880.0,5.9,6450.0,1.87,1.39,-0.05,381.174,1.0,1818.55,4.04,2.6
1349,1.09142,0.0232,21.712,465.62095,0.267,0.0447,2593.0,3.0,6360.0,1.66,1.43,0.07,427.246,1.0,5597.87,4.16,2.0
1350,2.49979,0.0363,15.693,390.9309,0.7,0.058,1600.0,6.329,5650.0,1.2,1.02,0.14,302.448,1.0,907.86,4.26,8.0
1351,4.0460435,0.05453,16.141,163.36462,0.233,0.0,1729.0,6.92,6410.0,1.7,1.32,0.16,376.658,1.0,1687.71,4.1,1.17
1352,10.02165,0.09459,11.882,95.349,0.3445,0.3,1001.0,17.43,6040.0,1.22,1.29,-0.11,157.963,1.0,211.79,4.28,4.6
1354,4.54216875,0.05885,15.793,150.96925,0.228,0.0,1496.0,8.09,5890.0,1.61,1.32,0.1,435.156,1.0,821.41,4.2,6.2
1356,3.72247,0.0435,12.442,251.0857,0.632,0.0,992.0,12.71,4800.0,0.89,1.42,0.0,124.73,1.0,184.98,4.45,7.6
1358,5.7214742,0.055,10.536,30.5,0.134,0.06,736.0,18.164,4425.0,0.67,0.68,0.02,64.7414,2.0,37.03,4.63,3.4
1359,9.28971,0.0917,11.433,514.8846,1.86,0.0,1140.0,13.79,6055.0,1.31,0.93,-0.09,352.181,1.0,315.86,4.23,7.0
1361,1.7554137,0.02918,12.745,404.263,1.074,0.0,1516.0,6.52,5475.0,0.96,1.08,0.32,185.932,1.0,867.74,4.5,3.0
1363,3.58572,0.05057,16.029,162.0933,0.24,0.0,1560.0,8.45,6380.0,1.31,1.41,0.2,201.224,1.0,1089.17,4.31,1.14
1364,2.84938,0.04574,14.908,400.4658,0.53,0.0,2190.0,4.93,6900.0,1.57,0.77,-0.03,364.411,1.0,3854.88,4.35,1.57
1365,3.0927616,0.03781,12.106,1001.12,4.14,0.0473,1370.0,11.65,4675.0,0.7,0.75,0.05,140.998,1.0,174.03,4.63,7.0
1366,2.5199454,0.03889,16.623,271.415,0.348,0.0,1812.0,5.687,6110.0,1.47,1.24,0.17,393.072,1.0,2121.52,4.21,3.4
1369,60.0,0.308,8.74,57.0,0.469,0.57,492.0,51.0,4962.28,1.34,1.1,0.139,108.199,4.0,10.0,4.25,0.023
1370,12.4032,0.1083,6.41,33.6,0.701,0.21,845.0,17.31,4962.28,1.34,1.1,0.139,108.199,4.0,85.0,4.25,0.023
1371,8.24958,0.0825,5.59,26.7,0.84,0.43,968.0,13.19,4962.28,1.34,1.1,0.139,108.199,4.0,146.0,4.25,0.023
1372,24.1396,0.1688,10.27,74.9,0.38,0.29,677.0,27.0,4970.0,1.34,1.1,0.139,108.199,4.0,35.0,4.25,0.023
1380,1.48224686,0.02459,13.384,568.9157,1.31,0.03,1480.0,6.1,5171.0,0.87,0.9,0.2,360.313,1.0,442.99,4.52,7.4
1381,3.55395,0.05084,18.046,247.9074,0.099,0.0,1778.0,6.04,6200.0,1.66,1.08,0.14,515.98,1.0,764.74,4.06,2.2
1382,1.30618581,0.02282,14.975,607.03,0.994,0.0,1638.0,5.926,5650.0,0.83,0.93,-0.19,231.337,1.0,1025.5,4.4,0.9
1383,2.47063,0.03563,15.244,473.5667,0.884,0.0,1466.0,7.64,5850.0,1.12,1.36,-0.15,215.32,1.0,903.86,4.43,3.55
1384,3.03007,0.03925,12.666,266.9772,0.712,0.0,1140.0,10.48,5230.0,0.85,1.04,0.02,159.658,1.0,318.46,4.57,3.7
1396,18.772866,0.06189,0.755,0.326,4.16278,0.00567,172.0,111.817,2566.0,0.12,0.09,0.04,12.4298888,7.0,0.14,5.24,0.5
1397,12.352446,0.04683,1.129,1.321,5.055986,0.00208,197.0,84.591,2566.0,0.12,0.09,0.04,12.4298888,7.0,0.25,5.24,0.5
1398,9.20754,0.03849,1.045,1.039,5.022904,0.01007,218.0,69.543,2566.0,0.12,0.09,0.04,12.4298888,7.0,0.37,5.24,0.5
1399,6.101013,0.02925,0.92,0.692,4.901605,0.0051,250.0,52.855,2566.0,0.12,0.09,0.04,12.4298888,7.0,0.65,5.24,0.5
1400,4.049219,0.02227,0.788,0.388,4.366784,0.00837,286.0,40.216,2566.0,0.12,0.09,0.04,12.4298888,7.0,1.11,5.24,0.5
1401,2.421937,0.0158,1.097,1.308,5.463993,0.00654,340.0,28.549,2566.0,0.12,0.09,0.04,12.4298888,7.0,2.21,5.24,0.5
1402,1.510826,0.01154,1.116,1.374,5.441939,0.00622,398.0,20.843,2566.0,0.12,0.09,0.04,12.4298888,7.0,4.15,5.24,0.5
1403,1700.0,2.52,12.4,3591.461,10.4,0.628,96.0,806.0,4435.0,0.67,0.73,0.175,77.2554,2.0,0.02,4.55,2.03
1405,3.6849729,0.04963,9.55,55.30242,0.35,0.14,1526.0,5.63,5710.0,1.89,1.2,0.215,238.768,1.0,1393.0,3.96,6.14
1408,3.739494,0.04666,13.126,211.99261,0.515,0.024,1192.0,11.47,5570.0,0.92,0.97,0.14,158.649,1.0,337.0,4.5,3.4
1409,10.62656,0.092,11.994,301.9385,0.962,0.125,1397.0,14.2,6261.0,1.39,1.28,0.24,340.543,1.0,571.01,4.26,2.2
1410,0.76552414,0.01598,3.444,39.09,5.2,0.0,1932.0,3.7,5373.8,0.92,0.93,0.19,225.734,1.0,2314.06,4.48,6.7
1416,83.8911,0.423,6.71,36.4,0.662,0.0,610.0,47.2,5907.0,1.94,1.32,0.1,263.145,1.0,23.1,3.86,3.73
1417,15.6653,0.1,2.02,5.3,3.5,0.04,415.0,42.75,3709.0,0.54,0.54,-0.2,27.1701,2.0,4.9,4.73,7.8
1418,8.24661,0.0652,1.85,4.0,3.4,0.06,514.0,27.87,3709.0,0.54,0.54,-0.2,27.1701,2.0,11.5,4.73,7.8
